"","klasifikasi","score","text"
"478","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"479","Netral",0,"   sby memang tidak berhasil tapi setidaknya zaman sby lebih baik dari saat ini "
"480","Netral",0,"kapolrestabes medan melalui kapolsek medan kota agar personil polsek medan kota melakukan penertiban dan penghimbau "
"481","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"482","Negatif",-1," ayo jujur masse  dana covid itu  t bukan t  lainnya itu blt dan subsidi ekonomi mobil dan rumah bebas pajak dll"
"483","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"484","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"485","Netral",0,"  memang hanya umat islam yg membayar pajak punya data akurat atau bicara asal jeplak"
"486","Positif",1," sebesar rp  triliun dalam enam bulan pertama tahun  dengan porsi yang dibayarkan kepada pemerintah sebagai dividen"
"487","Negatif",-2,"halo yang butuh joki tugas aku hari ini open ya joki pajak joki akuntansi joki soshum sma joki gambardesign ya "
"488","Negatif",-1,"  lupaefin   a pribadi b sudah"
"489","Netral",0," ada yg sudah di bayar pake pajak rakyat di pemerintahan ga kerja terus fungsinya di gaji itu untuk apa"
"490","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"491","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"492","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"493","Positif",1," sebesar rp  triliun dalam enam bulan pertama tahun  dengan porsi yang dibayarkan kepada pemerintah sebagai dividen"
"494","Negatif",-1,"  tanahnya sudah dibalik nama atau masih an mbah buyut kamu nder kalau masih an buyut dan terbukti kalau yg dat"
"495","Positif",1," sebesar rp  triliun dalam enam bulan pertama tahun  dengan porsi yang dibayarkan kepada pemerintah sebagai dividen"
"496","Negatif",-1," saking bingungnya menghabiskan anggaran cari yg mudah beli barang jadi padahal kemenkeu sudah "
"497","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"498","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"499","Negatif",-1," beda bentuk ama yg dimandiin aer kembang"
"500","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"501","Positif",1,"   pi naon sekarang mana bikin pi kudu pengajuan nk heula lahi kemaren september itu pi utk tahun depan"
"502","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"503","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"504","Positif",1," sebesar rp  triliun dalam enam bulan pertama tahun  dengan porsi yang dibayarkan kepada pemerintah sebagai dividen"
"505","Negatif",-2,"  lagian di jepang miara mobil tua itu ribet secara administrasi dan mahal pajak nya cmiiw"
"506","Negatif",-1," pernah membayangkan kemana perginya pajak kalian"
"507","Netral",0,"   jd inget ngurus pi ama mamang guinot"
"508","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"509","Positif",1," sebesar rp  triliun dalam enam bulan pertama tahun  dengan porsi yang dibayarkan kepada pemerintah sebagai dividen"
"510","Netral",0," pemerintah  mengantongi penerimaan sebesar rp  m dari pajak kripto dan fintechpp lending atau pinjol sepanjang ju"
"511","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"512","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"513","Positif",2," betul bu saya berharap subsidi panel surya setidaknya dibebaskan dari pajak impor ppn dsb"
"514","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"515","Netral",0," alhamdulillah jgn lupa refill "
"516","Negatif",-1," aku udh baca tp kurang paham dg hitungan handling tax misal contoh kasus jam tangan senilai rib "
"517","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"518","Netral",0," percoyo meroket percoyo an pemesean mbl peeskah"
"519","Positif",1," alhamdulillah stok sabar masih banyak"
"520","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"521","Netral",0,"hala lagi mikir nih temen temen kalau udh gede mau jadi pegawai kantor pajak kaya soleh jadi pengusaha kaya poror "
"522","Negatif",-1," kalau yang ini sudah kenalan kan kita boleh ditabrak aja kalau ketemu atau jika ada yang mau ditanya free tanpa dipungu"
"523","Netral",0,"  iya deh lo bener bener bego"
"524","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"525","Netral",0,"perumahan terbedar amp  terstrategis di gunungkidul  sudah terjual  unit dari  unit promo akhir tahun   juta s "
"526","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"527","Netral",0," pemerintah  mengantongi penerimaan sebesar rp  m dari pajak kripto dan fintechpp lending atau pinjol sepanjang ju"
"528","Netral",0," sabar yah"
"529","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"530","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"531","Positif",1," freepomana ada kasih konsensi sampe gilaan  taun  taun bebas pajak diskon  lebih  da "
"532","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"533","Negatif",-1,"  kalau pas majoriti  boh pas ada  je kena juga campur dgn umno dgn grs gps abih yg lain nak letak man"
"534","Netral",0," iya deh gak lagi nganggep ada"
"535","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"536","Netral",0," bayar pajak km lewat wilayahku "
"537","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"538","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"539","Negatif",-1," tanahnya sudah dibalik nama atau masih an mbah buyut kamu nder kalau masih an buyut dan terbukti kal "
"540","Positif",1," indonesia diurus pemimpin rakus pajak entah kemana pendapat daerah lebih bnyk ke pusat  dari dulu   dah mending jua"
"541","Netral",0," pajak jahe mana"
"542","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"543","Negatif",-1," bukan pamela loh kakk pajak jahee"
"544","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"545","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"546","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"547","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"548","Negatif",-1," itu bukan pajak namanya tapi ngerampok "
"549","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"550","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"551","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"552","Negatif",-1," ayo jujur masse  dana covid itu  t bukan t  lainnya itu blt dan subsidi ekonomi mobil dan rumah bebas pajak dll"
"553","Netral",0," yo wesss potong pajak"
"554","Netral",0," open jastip kwangya jakarta  visit  desember  fee k ringan k berat  exc pajak amp  packing  bisa co  ful"
"555","Netral",0," ayo mana pajak  juta followersnya buat aku"
"556","Netral",0,"open jastip kwangya jakarta  visit  desember  fee k ringan k berat  exc pajak amp  packing  bisa co "
"557","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"558","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"559","Positif",1," indonesia diurus pemimpin rakus pajak entah kemana pendapat daerah lebih bnyk ke pusat  dari dulu   dah mending jua"
"560","Negatif",-1," dulu baik itu portugis inggrisbelandaspanyol harus  ber darah saat akan menguasai tanah  kini cukup dengan investa"
"561","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"562","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"563","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"564","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"565","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"566","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"567","Netral",0,"open jastip kwangya jakarta by yukkuri  fee k  k harga barang  pajak  co syopi go jastip gojek instan "
"568","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"569","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"570","Netral",0,"melaksanakan patroli dialogis di ling pajak bandar sakti jlnbawang merah kelbandar sakti kecbajenis memberika "
"571","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"572","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"573","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"574","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"575","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"576","Negatif",-3," serius nanya pelanggaran ini lapor kemana   stop eksport nikel dgn dalih hilirisasi tp yg diekport bukan produk jadi  menu"
"577","Negatif",-2," dokumentasi pembangunan dan perbaikan jalan lintas sumatera yang melintasi desa siamporik kec kualuh selatan kab labu"
"578","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"579","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"580","Netral",0," kalau diatas pbb tsb ada bangunan liarpembayar pajak konfermasi ya dilayanuamp buktikan kebenaran bhw "
"581","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"582","Negatif",-2," user baru ya sama voucher sendiri paket ribu udh bisa tuker poin  es krim  ayo download dan klik link r "
"583","Negatif",-3," itu harga beli online biasanya kalo apotek offline itu udah sama pajak dan lain kadang sama apotekernya di mahalin"
"584","Negatif",-1," dulu baik itu portugis inggrisbelandaspanyol harus  ber darah saat akan menguasai tanah  kini cukup dengan investa"
"585","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"586","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"587","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"588","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"589","Negatif",-1," ayo jujur masse  dana covid itu  t bukan t  lainnya itu blt dan subsidi ekonomi mobil dan rumah bebas pajak dll"
"590","Netral",0,"lebih gede mana gaji pns dki atau pns pajak "
"591","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"592","Positif",1,"linkpajak daftar kurs menteri keuangan gt  "
"593","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"594","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"595","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"596","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"597","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"598","Negatif",-3,"  situ orang jakarta bukan klo bukan mnding diamanies mmbangun jisratusan taman kotaka "
"599","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"600","Negatif",-1," letter c petok dr sawah berubah jadi hunian hrs adaamp lurahcamatstaf tanah tanggung jawab apalagi sdh "
"601","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"602","Negatif",-2,"diduga lakukan penggelapan pajak dua wna yang jadi buronan interpol ditangkap polda bali wna penggelapanpajak "
"603","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"604","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"605","Netral",0," pemerintah  mengantongi penerimaan sebesar rp  m dari pajak kripto dan fintechpp lending atau pinjol sepanjang ju"
"606","Positif",1,"  juta dengan pajak  ini adalah biaya yang diinvestasikan manchester city untuk mengontrak julián álvarez januari l"
"607","Netral",0,"   lah bknkah itu yg sll didengungkan oleh gerombolan pol identitassama "
"608","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"609","Netral",0,"personil polsek berastagi melaksanakan sapa warga di seputaran pajak buah  polrestanahkaro humaspolrestanahkaro "
"610","Netral",0," pemerintah  mengantongi penerimaan sebesar rp  m dari pajak kripto dan fintechpp lending atau pinjol sepanjang ju"
"611","Positif",1,"  pajak makanan ini mah congrats"
"612","Netral",0," wadoooh fasilitas yg dibangun pake pajak umat islam dipake kecebong  gak maluui  woii modal woii"
"613","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"614","Negatif",-4,"  resto kayaknya aku pernah mam nasi goreng di resto tuh k padahal cuma bedua sama mamaku "
"615","Negatif",-1,"to all my material mate aku buka jasa joki akuntansi untuk tugas  uas   joki akuntansi dasar  menengah  lanj "
"616","Netral",0,"  kalo sekarang di konsultan pajak"
"617","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"618","Negatif",-1,"to all my material mate aku buka jasa joki akuntansi untuk tugas  uas   joki akuntansi dasar  menengah  lanj "
"619","Netral",0,"   udah pajak  barang ready bisa langsung dipegang  ori  yaaa  normal lah segitu mah"
"620","Positif",1,"  juta dengan pajak  ini adalah biaya yang diinvestasikan manchester city untuk mengontrak julián álvarez januari l"
"621","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"622","Negatif",-2," kalau warga sdh jalankan kewajiban spt pajakkembalikan kewajiban tsb menjadi hak warga tdk terancam "
"623","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"624","Negatif",-1,"pemerintah  mengantongi penerimaan sebesar rp  m dari pajak kripto dan fintechpp lending atau pinjol sepanj "
"625","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"626","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"627","Negatif",-3,"   situ orang jakarta bukan klo bukan mnding diamanies mmbangun jisratusan taman "
"628","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"629","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"630","Positif",1," itu mahal gara tempat nya sih wkwkwk pasti ada biaya pajak dll nya"
"631","Netral",0,"  duit pajak ymat islam buat promosi minoritas anyi islam"
"632","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"633","Negatif",-1," selama punya shm aman bukti pajak doang bkn bukti kepemilikan tp who knows ya kalau shmnya ternyata g "
"634","Negatif",-3," mau tanya kenapa upload ebupot unifikasi dr sabtu siang kemarin sd siang ini belum terupload ya apak "
"635","Negatif",-1," dulu baik itu portugis inggrisbelandaspanyol harus  ber darah saat akan menguasai tanah  kini cukup dengan investa"
"636","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"637","Negatif",-1,"semangat ya ukt mu dibayar pakai pajak ortumu lho"
"638","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"639","Netral",0," data pendukung nder misal tentang penghindaran pajak ya make data tingkat realisasi pembayaran paj "
"640","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"641","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"642","Netral",0,"   mjb zheng suang kena kasus pake surrogate mother dimana kalo di china itu "
"643","Positif",1," udah sampai desember bulan depan nya januari terus februari ini bayar pajak kendaraan berturutturut gini "
"644","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"645","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"646","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"647","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"648","Negatif",-4,"  kalo lu makan di warung pinggir jalan ya ga worth it tp kalo diliat tempatnya lu makan di resto ya kalo resto"
"649","Netral",0," khusus jabodetabek area pinjaman kta dari bank asing maksimal  juta     syarat ktp cc npwp     pakai bukti potong pajak "
"650","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"651","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"652","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"653","Negatif",-1,"was was nya ketua xi sakit kepala nya komplotanpenjahatwakanda kwatir ketua xi intervensi copot diri nya "
"654","Negatif",-1," dulu baik itu portugis inggrisbelandaspanyol harus  ber darah saat akan menguasai tanah  kini cukup dengan investa"
"655","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"656","Negatif",-1,"  hahagini klu motor pajak mati ajanek nguberbreoo"
"657","Positif",1," itu udah bersih potong pajak blm sih jam"
"658","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"659","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"660","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"661","Negatif",-1," jokowi kaget investor ikn membludak  sebelumnya nawarin investasi kesana kesini sampai ditawarin diskon pajak dan hgb"
"662","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"663","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"664","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"665","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"666","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"667","Negatif",-2,"  pada dasarnya kita selalu merugi karena membayar pajak untuk menggaji orang yg sepertinya kurang dalam bi"
"668","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"669","Positif",1,"promo akhir tahun   spesial diskon  juta  bebas pajakpajak  free biaya shm bbn amp  ajb  fasilitas lengkap t "
"670","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"671","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"672","Netral",0,"  soleh jadi karyawan pajak pororo jadi entrepreneur bobby pimpin menhan kamu mau jadi apa kerjanya makan ti"
"673","Negatif",-1," ternyata nkri lebih kaya banding malaysia pejabat ri gaji dan tunjangan naik di malaysia turun  enak to jaman pak de biar"
"674","Negatif",-1," jokowi kaget investor ikn membludak  sebelumnya nawarin investasi kesana kesini sampai ditawarin diskon pajak dan hgb"
"675","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"676","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"677","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"678","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"679","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"680","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"681","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"682","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"683","Negatif",-2,"jasa perpajakan dan akuntansi pendampingan wajib pajak dan penyelesaian sengketa pajak  fiscakonsultan "
"684","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"685","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"686","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"687","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"688","Negatif",-1," ternyata nkri lebih kaya banding malaysia pejabat ri gaji dan tunjangan naik di malaysia turun  enak to jaman pak de biar"
"689","Negatif",-1,"    siap jadi presiden di indonesi ya harus memperlakukan sama s "
"690","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"691","Positif",1," memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayarkan l"
"692","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"693","Negatif",-1,"samsat night music taliwang  ayo masyarakat wajib pajak ntb segera manfaatkan insentif pajak kendaraan bermotor be "
"694","Negatif",-2,"spdk adalah pengawasan wajib pajak dalam bentuk permintaan penjelasan atas data danatau keterangan dan kunjungan "
"695","Netral",0,"sat lantas polres wonogiri pelayanan pajak keliling kendaraan bermotor car free day alun alun wonogiri minggu  "
"696","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"697","Netral",0,"pemeriksaan lapangan adalah pemeriksaan yang dilakukan di tempat tinggal atau tempat kedudukan wajib pajak "
"698","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"699","Positif",1,"memang benar apa yang dikatakan bapak ini sebenarnya tidak ada subsidi selama ini karena pajak yang rakyat bayark "
"700","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"701","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"702","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"703","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"704","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"705","Negatif",-1,"linkpajak daftar alamat dan wilayah kerja kpp gt  "
"706","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"707","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"708","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"709","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"710","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"711","Negatif",-2,"  itu kan belum sama pajak"
"712","Positif",1,"orang bijak taat pajak indonesiamaju  taatpajak "
"713","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"714","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"715","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"716","Netral",0," jangan senang dulu siapapun yang didukung jokowi nggak bakal laku jokowi telah gagal mensejahteraka "
"717","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"718","Negatif",-1,"ga suka akkeu matpelnya suka cuma cara ngajar gurunya kurang suka soalnya bikin ngantuk yang di suka semuanya apa "
"719","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"720","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"721","Positif",1,"wts tiket dpr the regime tour dijual karna aku gabisa nonton harga sesuai section  pajak yaa ini tiket ku priba "
"722","Positif",1,"sebesar rp  triliun dalam enam bulan pertama tahun  dengan porsi yang dibayarkan kepada pemerintah sebaga "
"723","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"724","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"725","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"726","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
